age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
47.0,FEMALE,INNER_CITY,L,NO,2.0,YES,NO,YES,NO,NO
24.0,FEMALE,INNER_CITY,L,YES,0.0,NO,YES,YES,NO,NO
19.0,FEMALE,INNER_CITY,L,YES,1.0,YES,YES,YES,YES,NO
37.0,FEMALE,TOWN,L,YES,0.0,NO,YES,NO,NO,NO
45.0,FEMALE,TOWN,M,YES,0.0,NO,YES,NO,NO,NO
49.0,MALE,RURAL,H,YES,3.0,NO,YES,YES,YES,NO
67.0,FEMALE,RURAL,H,NO,3.0,NO,YES,YES,NO,YES
35.0,FEMALE,RURAL,L,YES,0.0,NO,NO,YES,NO,NO
63.0,MALE,INNER_CITY,H,NO,2.0,YES,YES,YES,NO,YES
38.0,MALE,RURAL,M,NO,0.0,YES,YES,YES,NO,YES
48.0,MALE,TOWN,M,NO,2.0,YES,YES,YES,NO,NO
28.0,FEMALE,INNER_CITY,L,NO,1.0,NO,YES,YES,NO,NO
46.0,MALE,TOWN,M,YES,0.0,NO,YES,YES,NO,NO
66.0,MALE,INNER_CITY,H,NO,1.0,NO,YES,YES,NO,YES
61.0,FEMALE,TOWN,M,NO,2.0,YES,NO,YES,NO,YES
18.0,FEMALE,RURAL,L,NO,2.0,YES,YES,YES,NO,NO
54.0,FEMALE,TOWN,L,YES,0.0,YES,YES,NO,NO,NO
45.0,MALE,RURAL,H,NO,0.0,YES,YES,YES,YES,NO
60.0,MALE,INNER_CITY,M,NO,2.0,YES,YES,YES,NO,NO
45.0,FEMALE,TOWN,H,NO,1.0,NO,YES,YES,YES,YES
31.0,FEMALE,INNER_CITY,M,NO,2.0,NO,YES,NO,NO,NO
39.0,MALE,SUBURBAN,M,NO,0.0,YES,YES,YES,YES,NO
53.0,MALE,INNER_CITY,H,NO,2.0,YES,YES,YES,NO,YES
35.0,MALE,RURAL,M,YES,0.0,YES,NO,NO,YES,YES
25.0,FEMALE,TOWN,L,YES,1.0,YES,YES,NO,YES,NO
32.0,MALE,TOWN,M,NO,0.0,NO,YES,YES,NO,YES
36.0,MALE,SUBURBAN,M,YES,0.0,NO,YES,YES,NO,NO
24.0,FEMALE,TOWN,L,NO,0.0,NO,NO,YES,NO,YES
39.0,MALE,INNER_CITY,H,YES,1.0,NO,YES,NO,YES,YES
24.0,MALE,INNER_CITY,M,YES,0.0,NO,NO,YES,YES,YES
57.0,FEMALE,RURAL,H,NO,1.0,NO,YES,NO,YES,YES
27.0,FEMALE,TOWN,L,YES,3.0,NO,NO,YES,NO,NO
66.0,FEMALE,RURAL,H,YES,3.0,YES,YES,YES,NO,YES
18.0,FEMALE,INNER_CITY,L,YES,2.0,NO,YES,YES,YES,NO
33.0,FEMALE,TOWN,M,YES,0.0,NO,YES,NO,NO,NO
48.0,MALE,SUBURBAN,L,YES,2.0,NO,YES,YES,NO,NO
23.0,FEMALE,SUBURBAN,M,YES,1.0,NO,NO,YES,NO,YES
44.0,MALE,TOWN,M,YES,1.0,NO,YES,NO,YES,YES
39.0,MALE,INNER_CITY,M,YES,2.0,NO,NO,NO,YES,NO
65.0,MALE,INNER_CITY,H,YES,1.0,YES,YES,NO,YES,NO
60.0,MALE,SUBURBAN,H,YES,2.0,YES,YES,YES,YES,YES
20.0,MALE,INNER_CITY,L,YES,0.0,NO,NO,YES,YES,YES
45.0,FEMALE,SUBURBAN,M,YES,0.0,NO,YES,YES,NO,NO
66.0,MALE,RURAL,H,YES,1.0,YES,YES,NO,NO,YES
64.0,MALE,INNER_CITY,H,YES,0.0,YES,YES,YES,NO,NO
51.0,FEMALE,INNER_CITY,L,YES,0.0,NO,YES,YES,NO,NO
34.0,MALE,RURAL,M,YES,2.0,YES,YES,YES,NO,NO
65.0,FEMALE,TOWN,H,YES,1.0,NO,YES,YES,NO,YES
50.0,MALE,RURAL,H,YES,0.0,YES,YES,NO,YES,NO
66.0,FEMALE,INNER_CITY,H,YES,0.0,NO,YES,NO,NO,NO
63.0,MALE,INNER_CITY,H,YES,0.0,NO,YES,NO,YES,NO
53.0,FEMALE,INNER_CITY,M,NO,1.0,NO,NO,YES,NO,YES
33.0,FEMALE,INNER_CITY,H,NO,0.0,YES,NO,YES,YES,YES
38.0,MALE,TOWN,M,YES,0.0,NO,YES,YES,YES,NO
56.0,FEMALE,RURAL,M,NO,1.0,NO,YES,YES,YES,NO
48.0,MALE,TOWN,H,NO,1.0,YES,YES,YES,NO,YES
49.0,FEMALE,SUBURBAN,M,YES,0.0,YES,NO,YES,YES,YES
54.0,FEMALE,RURAL,H,YES,2.0,NO,YES,YES,YES,YES
41.0,FEMALE,SUBURBAN,M,YES,0.0,NO,NO,YES,NO,NO
19.0,MALE,RURAL,L,NO,0.0,NO,YES,YES,NO,YES
52.0,FEMALE,INNER_CITY,H,NO,3.0,YES,NO,YES,NO,NO
52.0,FEMALE,INNER_CITY,M,YES,1.0,YES,YES,NO,NO,YES
64.0,FEMALE,TOWN,H,NO,2.0,YES,YES,YES,NO,YES
56.0,MALE,TOWN,L,YES,3.0,NO,YES,YES,YES,NO
56.0,MALE,TOWN,M,YES,2.0,NO,NO,YES,NO,NO
19.0,FEMALE,TOWN,L,YES,0.0,NO,YES,YES,NO,NO
56.0,FEMALE,TOWN,H,YES,1.0,YES,YES,NO,NO,YES
27.0,MALE,INNER_CITY,L,YES,2.0,YES,YES,NO,NO,YES
59.0,FEMALE,INNER_CITY,M,NO,1.0,YES,NO,YES,NO,YES
56.0,MALE,INNER_CITY,H,YES,0.0,YES,YES,YES,YES,NO
21.0,MALE,TOWN,L,YES,0.0,NO,YES,YES,YES,NO
64.0,MALE,INNER_CITY,H,YES,3.0,NO,YES,NO,YES,NO
62.0,MALE,INNER_CITY,H,YES,0.0,NO,YES,YES,NO,NO
44.0,FEMALE,INNER_CITY,H,NO,2.0,NO,YES,YES,NO,YES
24.0,FEMALE,INNER_CITY,L,NO,0.0,NO,NO,NO,NO,YES
52.0,FEMALE,INNER_CITY,M,YES,0.0,NO,NO,YES,NO,NO
67.0,FEMALE,SUBURBAN,H,YES,2.0,NO,YES,YES,NO,YES
41.0,MALE,INNER_CITY,M,YES,0.0,YES,YES,YES,NO,NO
58.0,FEMALE,TOWN,H,NO,1.0,NO,NO,NO,YES,YES
40.0,MALE,INNER_CITY,M,NO,2.0,NO,NO,YES,NO,NO
19.0,MALE,SUBURBAN,L,YES,0.0,NO,NO,YES,YES,YES
20.0,FEMALE,INNER_CITY,L,YES,3.0,NO,NO,YES,NO,NO
56.0,FEMALE,TOWN,M,NO,0.0,YES,YES,YES,NO,YES
46.0,FEMALE,INNER_CITY,H,YES,2.0,YES,YES,YES,NO,NO
30.0,MALE,INNER_CITY,L,YES,1.0,NO,NO,YES,NO,NO
40.0,FEMALE,TOWN,H,YES,1.0,YES,YES,YES,NO,YES
36.0,FEMALE,TOWN,M,YES,0.0,NO,NO,YES,NO,NO
57.0,FEMALE,INNER_CITY,H,NO,3.0,YES,NO,YES,YES,NO
49.0,MALE,INNER_CITY,L,NO,0.0,NO,NO,YES,NO,NO
61.0,MALE,INNER_CITY,M,NO,1.0,YES,NO,NO,NO,YES
29.0,MALE,INNER_CITY,L,NO,0.0,YES,NO,YES,NO,YES
48.0,FEMALE,INNER_CITY,L,YES,0.0,NO,YES,NO,NO,NO
56.0,FEMALE,INNER_CITY,H,YES,0.0,NO,YES,YES,NO,NO
40.0,MALE,TOWN,M,NO,0.0,YES,NO,YES,NO,YES
58.0,FEMALE,TOWN,H,YES,3.0,YES,YES,NO,NO,NO
60.0,FEMALE,INNER_CITY,M,YES,2.0,YES,YES,NO,YES,NO
58.0,FEMALE,SUBURBAN,M,NO,0.0,YES,NO,NO,YES,YES
67.0,FEMALE,TOWN,M,YES,3.0,YES,NO,NO,YES,NO
40.0,MALE,RURAL,M,YES,0.0,YES,YES,NO,NO,NO
48.0,MALE,INNER_CITY,H,YES,2.0,NO,YES,YES,NO,YES
64.0,FEMALE,INNER_CITY,H,NO,1.0,NO,YES,YES,NO,YES
43.0,MALE,TOWN,H,YES,0.0,YES,YES,NO,YES,NO
34.0,FEMALE,RURAL,L,NO,0.0,NO,NO,YES,YES,YES
26.0,MALE,RURAL,L,NO,3.0,YES,NO,NO,YES,NO
48.0,MALE,INNER_CITY,H,YES,0.0,YES,NO,YES,NO,NO
35.0,MALE,INNER_CITY,M,NO,0.0,NO,NO,NO,YES,YES
24.0,FEMALE,INNER_CITY,L,YES,3.0,NO,YES,YES,NO,YES
47.0,MALE,SUBURBAN,H,YES,3.0,YES,YES,YES,NO,YES
52.0,MALE,SUBURBAN,H,NO,1.0,NO,YES,YES,NO,YES
31.0,MALE,SUBURBAN,M,NO,0.0,NO,YES,YES,NO,YES
41.0,FEMALE,SUBURBAN,M,YES,1.0,YES,NO,NO,NO,YES
23.0,MALE,SUBURBAN,L,YES,2.0,NO,YES,NO,NO,NO
27.0,FEMALE,INNER_CITY,L,NO,1.0,YES,NO,YES,YES,YES
22.0,MALE,INNER_CITY,L,NO,0.0,YES,YES,YES,YES,NO
67.0,FEMALE,INNER_CITY,H,NO,2.0,YES,YES,YES,NO,YES
26.0,FEMALE,INNER_CITY,L,YES,0.0,YES,NO,YES,NO,YES
58.0,FEMALE,SUBURBAN,H,YES,0.0,NO,YES,YES,NO,NO
27.0,MALE,RURAL,L,YES,0.0,NO,YES,YES,YES,NO
36.0,MALE,INNER_CITY,L,NO,1.0,NO,YES,NO,YES,NO
31.0,MALE,RURAL,M,YES,1.0,YES,NO,NO,NO,YES
28.0,FEMALE,TOWN,M,YES,2.0,YES,YES,NO,NO,YES
57.0,MALE,TOWN,M,YES,0.0,NO,YES,YES,YES,NO
64.0,MALE,INNER_CITY,H,YES,0.0,YES,YES,YES,YES,NO
49.0,MALE,INNER_CITY,H,NO,1.0,NO,YES,NO,NO,YES
22.0,MALE,INNER_CITY,L,YES,1.0,YES,NO,YES,NO,NO
58.0,FEMALE,INNER_CITY,H,YES,0.0,YES,YES,YES,NO,NO
20.0,MALE,TOWN,L,NO,1.0,YES,NO,YES,NO,YES
44.0,FEMALE,RURAL,M,YES,0.0,NO,YES,YES,NO,NO
65.0,FEMALE,TOWN,M,YES,3.0,NO,YES,NO,NO,NO
53.0,FEMALE,INNER_CITY,H,YES,2.0,YES,NO,NO,NO,YES
34.0,FEMALE,INNER_CITY,L,YES,1.0,YES,NO,YES,YES,YES
35.0,MALE,RURAL,M,NO,2.0,NO,YES,YES,YES,NO
48.0,MALE,TOWN,M,YES,0.0,NO,YES,NO,YES,NO
64.0,FEMALE,TOWN,H,YES,1.0,YES,YES,YES,NO,YES
46.0,MALE,TOWN,L,NO,0.0,YES,YES,YES,YES,NO
42.0,FEMALE,RURAL,M,YES,0.0,NO,NO,YES,YES,YES
47.0,MALE,INNER_CITY,M,YES,0.0,YES,YES,NO,NO,NO
23.0,MALE,TOWN,L,NO,2.0,YES,YES,YES,YES,NO
35.0,MALE,INNER_CITY,L,YES,0.0,YES,NO,NO,YES,YES
64.0,FEMALE,INNER_CITY,H,NO,1.0,YES,YES,NO,YES,YES
18.0,FEMALE,SUBURBAN,L,YES,1.0,NO,NO,YES,NO,NO
19.0,MALE,INNER_CITY,L,YES,1.0,YES,NO,YES,NO,NO
40.0,MALE,INNER_CITY,M,YES,1.0,NO,YES,NO,YES,YES
47.0,MALE,INNER_CITY,H,YES,0.0,YES,YES,YES,NO,NO
43.0,FEMALE,RURAL,H,YES,0.0,YES,YES,YES,NO,NO
38.0,MALE,TOWN,H,NO,0.0,YES,NO,YES,YES,YES
21.0,FEMALE,RURAL,L,YES,0.0,NO,YES,YES,NO,YES
40.0,MALE,RURAL,H,YES,0.0,YES,YES,YES,NO,NO
52.0,FEMALE,TOWN,H,YES,0.0,NO,YES,YES,NO,NO
35.0,FEMALE,TOWN,M,YES,2.0,NO,NO,YES,NO,YES
53.0,MALE,RURAL,H,YES,3.0,YES,YES,NO,NO,YES
38.0,FEMALE,RURAL,H,NO,0.0,YES,YES,YES,NO,YES
42.0,MALE,INNER_CITY,M,YES,3.0,YES,NO,NO,NO,NO
43.0,MALE,TOWN,H,NO,0.0,YES,YES,NO,YES,NO
59.0,FEMALE,INNER_CITY,M,NO,0.0,NO,NO,YES,NO,YES
59.0,FEMALE,RURAL,H,NO,0.0,YES,YES,YES,YES,NO
24.0,MALE,INNER_CITY,L,NO,0.0,NO,YES,YES,YES,NO
27.0,FEMALE,INNER_CITY,L,YES,0.0,YES,YES,YES,NO,NO
32.0,FEMALE,TOWN,L,YES,0.0,YES,YES,YES,YES,NO
65.0,FEMALE,INNER_CITY,H,YES,0.0,NO,YES,YES,NO,NO
18.0,MALE,SUBURBAN,L,NO,1.0,NO,YES,YES,NO,NO
66.0,MALE,TOWN,H,YES,1.0,NO,YES,YES,NO,YES
41.0,MALE,INNER_CITY,M,YES,0.0,YES,NO,YES,YES,YES
64.0,FEMALE,SUBURBAN,M,YES,0.0,YES,YES,NO,YES,NO
23.0,FEMALE,INNER_CITY,L,YES,0.0,YES,NO,YES,YES,YES
29.0,FEMALE,RURAL,L,YES,2.0,YES,NO,YES,NO,NO
28.0,MALE,TOWN,M,NO,0.0,YES,YES,YES,NO,YES
57.0,FEMALE,TOWN,M,YES,2.0,YES,YES,YES,YES,NO
38.0,MALE,INNER_CITY,M,YES,0.0,NO,NO,YES,NO,NO
34.0,FEMALE,SUBURBAN,L,NO,3.0,NO,YES,YES,NO,YES
43.0,MALE,SUBURBAN,L,YES,0.0,NO,NO,YES,NO,YES
63.0,MALE,TOWN,H,NO,3.0,YES,YES,YES,NO,NO
62.0,FEMALE,INNER_CITY,H,YES,0.0,NO,YES,YES,YES,NO
51.0,FEMALE,INNER_CITY,M,YES,0.0,YES,YES,YES,NO,NO
61.0,MALE,INNER_CITY,M,YES,2.0,YES,YES,NO,NO,NO
41.0,FEMALE,TOWN,M,NO,0.0,NO,YES,YES,NO,YES
31.0,FEMALE,TOWN,M,NO,1.0,YES,YES,YES,YES,YES
33.0,FEMALE,TOWN,L,YES,2.0,NO,YES,YES,YES,NO
43.0,MALE,RURAL,M,NO,1.0,NO,NO,YES,NO,YES
40.0,MALE,INNER_CITY,M,YES,0.0,NO,YES,YES,YES,NO
47.0,MALE,TOWN,M,YES,2.0,NO,YES,YES,YES,NO
46.0,MALE,TOWN,H,NO,1.0,YES,YES,YES,NO,YES
30.0,MALE,RURAL,L,YES,2.0,NO,NO,YES,YES,NO
47.0,MALE,INNER_CITY,H,NO,2.0,YES,YES,YES,NO,YES
44.0,MALE,RURAL,H,NO,0.0,NO,YES,YES,YES,NO
23.0,MALE,RURAL,L,YES,0.0,YES,YES,NO,NO,NO
28.0,FEMALE,INNER_CITY,M,YES,1.0,YES,YES,YES,NO,YES
64.0,FEMALE,INNER_CITY,H,YES,0.0,YES,YES,YES,YES,NO
35.0,FEMALE,TOWN,M,YES,0.0,NO,YES,NO,YES,NO
19.0,MALE,RURAL,L,YES,1.0,NO,NO,YES,NO,YES
27.0,FEMALE,TOWN,L,YES,3.0,NO,YES,NO,NO,NO
27.0,MALE,INNER_CITY,M,YES,2.0,NO,YES,NO,NO,YES
58.0,FEMALE,INNER_CITY,H,YES,1.0,YES,YES,NO,YES,YES
46.0,FEMALE,TOWN,L,NO,1.0,YES,YES,YES,NO,YES
61.0,FEMALE,TOWN,M,YES,0.0,YES,YES,NO,YES,YES
59.0,MALE,INNER_CITY,H,NO,0.0,NO,YES,YES,NO,YES
47.0,FEMALE,RURAL,H,YES,3.0,NO,YES,YES,NO,NO
44.0,MALE,INNER_CITY,H,YES,0.0,NO,NO,NO,YES,YES
50.0,MALE,TOWN,H,NO,2.0,YES,YES,YES,YES,YES
64.0,MALE,INNER_CITY,H,NO,0.0,NO,YES,YES,NO,YES
51.0,FEMALE,TOWN,H,NO,0.0,NO,YES,YES,YES,NO
46.0,FEMALE,TOWN,L,YES,0.0,YES,NO,YES,NO,YES
39.0,FEMALE,INNER_CITY,M,YES,3.0,YES,YES,NO,NO,NO
58.0,FEMALE,INNER_CITY,H,NO,1.0,YES,NO,YES,NO,YES
32.0,FEMALE,TOWN,M,YES,0.0,YES,NO,NO,NO,NO
22.0,FEMALE,INNER_CITY,L,NO,0.0,YES,YES,YES,YES,NO
63.0,FEMALE,INNER_CITY,H,YES,1.0,YES,YES,YES,NO,YES
35.0,FEMALE,TOWN,M,YES,0.0,YES,YES,YES,NO,NO
59.0,FEMALE,INNER_CITY,M,YES,0.0,NO,NO,NO,YES,YES
22.0,FEMALE,SUBURBAN,L,NO,0.0,YES,YES,YES,NO,YES
60.0,MALE,SUBURBAN,H,NO,2.0,NO,YES,YES,YES,YES
23.0,FEMALE,RURAL,L,YES,2.0,YES,YES,YES,NO,YES
29.0,FEMALE,TOWN,L,YES,0.0,NO,YES,NO,NO,NO
44.0,MALE,INNER_CITY,L,YES,3.0,NO,YES,YES,NO,NO
63.0,FEMALE,TOWN,H,YES,0.0,YES,YES,YES,YES,NO
25.0,FEMALE,RURAL,L,NO,3.0,NO,YES,YES,NO,NO
37.0,MALE,INNER_CITY,H,NO,0.0,YES,YES,NO,NO,YES
48.0,FEMALE,INNER_CITY,L,YES,1.0,NO,YES,YES,NO,YES
35.0,FEMALE,TOWN,L,NO,0.0,NO,YES,NO,NO,YES
51.0,MALE,TOWN,H,YES,1.0,NO,YES,NO,YES,YES
27.0,FEMALE,TOWN,M,NO,3.0,NO,NO,YES,NO,NO
56.0,FEMALE,INNER_CITY,M,YES,3.0,YES,YES,YES,YES,NO
38.0,FEMALE,INNER_CITY,L,YES,2.0,YES,NO,YES,NO,YES
36.0,FEMALE,TOWN,L,YES,2.0,YES,YES,YES,NO,NO
27.0,MALE,SUBURBAN,L,NO,3.0,NO,YES,YES,YES,NO
34.0,FEMALE,TOWN,L,YES,0.0,YES,YES,NO,YES,NO
44.0,MALE,SUBURBAN,L,YES,0.0,YES,YES,YES,YES,YES
43.0,FEMALE,INNER_CITY,L,YES,1.0,NO,NO,YES,NO,YES
32.0,MALE,INNER_CITY,L,NO,2.0,NO,YES,NO,YES,NO
21.0,FEMALE,TOWN,L,NO,1.0,NO,YES,YES,YES,NO
30.0,FEMALE,INNER_CITY,M,YES,2.0,NO,NO,YES,NO,NO
55.0,MALE,RURAL,H,YES,1.0,YES,YES,YES,NO,NO
64.0,MALE,SUBURBAN,H,YES,1.0,NO,YES,YES,NO,YES
36.0,FEMALE,INNER_CITY,M,NO,1.0,YES,NO,NO,NO,YES
59.0,MALE,INNER_CITY,M,NO,1.0,NO,YES,YES,NO,YES
60.0,MALE,INNER_CITY,M,YES,0.0,YES,NO,YES,YES,YES
27.0,FEMALE,TOWN,L,NO,1.0,YES,YES,YES,YES,NO
29.0,MALE,INNER_CITY,L,YES,0.0,NO,NO,YES,NO,NO
53.0,FEMALE,INNER_CITY,H,NO,1.0,NO,YES,YES,NO,YES
61.0,FEMALE,RURAL,H,NO,2.0,NO,YES,YES,NO,YES
43.0,FEMALE,INNER_CITY,H,YES,0.0,NO,YES,YES,NO,NO
19.0,MALE,INNER_CITY,L,YES,0.0,NO,YES,YES,YES,YES
48.0,FEMALE,INNER_CITY,M,YES,1.0,YES,YES,NO,YES,YES
39.0,MALE,RURAL,H,YES,2.0,NO,YES,YES,NO,YES
32.0,MALE,INNER_CITY,L,YES,2.0,YES,YES,YES,NO,NO
63.0,MALE,SUBURBAN,H,YES,1.0,YES,YES,NO,YES,YES
46.0,MALE,RURAL,M,YES,1.0,YES,YES,YES,NO,YES
40.0,MALE,INNER_CITY,H,NO,0.0,NO,NO,YES,YES,YES
27.0,FEMALE,INNER_CITY,L,NO,0.0,YES,NO,NO,YES,YES
22.0,MALE,SUBURBAN,L,YES,2.0,YES,YES,YES,NO,NO
42.0,MALE,RURAL,M,YES,1.0,YES,YES,YES,NO,YES
58.0,FEMALE,TOWN,H,YES,1.0,YES,YES,YES,YES,YES
23.0,FEMALE,INNER_CITY,L,YES,1.0,YES,NO,YES,NO,NO
58.0,MALE,SUBURBAN,H,YES,3.0,NO,NO,NO,NO,NO
45.0,MALE,INNER_CITY,H,YES,2.0,YES,YES,YES,NO,NO
49.0,FEMALE,SUBURBAN,H,YES,0.0,YES,NO,NO,YES,NO
67.0,FEMALE,INNER_CITY,H,YES,3.0,YES,YES,YES,NO,NO
20.0,FEMALE,TOWN,L,YES,2.0,YES,YES,YES,NO,NO
43.0,FEMALE,RURAL,L,YES,1.0,YES,YES,YES,YES,YES
41.0,MALE,RURAL,M,YES,0.0,NO,NO,YES,NO,NO
38.0,FEMALE,SUBURBAN,H,YES,0.0,NO,YES,YES,NO,NO
67.0,FEMALE,SUBURBAN,M,YES,0.0,NO,NO,YES,YES,YES
40.0,MALE,INNER_CITY,L,NO,1.0,NO,YES,YES,NO,YES
25.0,FEMALE,SUBURBAN,M,NO,0.0,NO,NO,YES,YES,YES
57.0,FEMALE,RURAL,H,YES,0.0,NO,YES,YES,NO,NO
32.0,FEMALE,INNER_CITY,M,NO,1.0,NO,NO,YES,YES,YES
44.0,MALE,SUBURBAN,M,YES,0.0,YES,NO,YES,YES,YES
30.0,MALE,TOWN,M,YES,0.0,YES,YES,NO,NO,NO
43.0,MALE,TOWN,M,YES,0.0,NO,NO,YES,YES,NO
19.0,FEMALE,INNER_CITY,L,YES,2.0,YES,YES,YES,NO,NO
37.0,FEMALE,TOWN,M,YES,0.0,YES,YES,YES,NO,NO
49.0,MALE,INNER_CITY,L,NO,1.0,YES,YES,YES,YES,YES
49.0,FEMALE,RURAL,H,NO,3.0,YES,NO,YES,NO,NO
40.0,MALE,INNER_CITY,H,YES,0.0,NO,NO,NO,NO,NO
33.0,FEMALE,SUBURBAN,M,NO,2.0,NO,YES,YES,NO,YES
39.0,MALE,TOWN,M,YES,2.0,YES,YES,YES,NO,NO
43.0,FEMALE,INNER_CITY,M,YES,0.0,YES,YES,YES,NO,NO
37.0,MALE,TOWN,M,YES,0.0,NO,YES,YES,YES,NO
24.0,FEMALE,TOWN,L,YES,1.0,YES,YES,YES,NO,YES
62.0,MALE,TOWN,H,YES,0.0,YES,YES,NO,NO,YES
18.0,MALE,INNER_CITY,L,NO,0.0,NO,YES,YES,YES,NO
47.0,FEMALE,TOWN,M,YES,0.0,YES,NO,NO,NO,NO
63.0,MALE,SUBURBAN,H,YES,2.0,YES,YES,NO,YES,YES
20.0,MALE,TOWN,L,YES,2.0,YES,NO,YES,YES,NO
46.0,FEMALE,TOWN,M,NO,3.0,NO,YES,NO,NO,NO
47.0,FEMALE,RURAL,M,NO,2.0,YES,YES,YES,NO,NO
33.0,MALE,TOWN,M,YES,1.0,NO,YES,YES,YES,YES
20.0,MALE,TOWN,L,NO,3.0,YES,YES,YES,NO,NO
20.0,MALE,INNER_CITY,L,YES,1.0,NO,NO,YES,NO,YES
43.0,FEMALE,TOWN,H,NO,1.0,YES,YES,NO,NO,YES
58.0,MALE,RURAL,H,YES,0.0,NO,YES,YES,NO,NO
29.0,MALE,SUBURBAN,L,YES,1.0,YES,YES,YES,NO,NO
25.0,MALE,INNER_CITY,M,YES,0.0,NO,NO,NO,NO,NO
40.0,FEMALE,INNER_CITY,H,NO,2.0,NO,YES,YES,YES,YES
48.0,MALE,TOWN,M,YES,0.0,NO,YES,YES,NO,NO
65.0,MALE,SUBURBAN,H,YES,2.0,NO,YES,YES,NO,YES
59.0,FEMALE,RURAL,M,YES,3.0,YES,YES,YES,YES,NO
61.0,FEMALE,INNER_CITY,H,NO,2.0,YES,YES,YES,YES,NO
30.0,FEMALE,INNER_CITY,L,YES,0.0,YES,YES,YES,NO,NO
31.0,FEMALE,TOWN,L,YES,0.0,YES,YES,NO,NO,YES
29.0,MALE,INNER_CITY,L,YES,0.0,NO,YES,NO,YES,NO
38.0,MALE,TOWN,M,NO,0.0,YES,NO,YES,YES,YES
