PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
711,2,male,24,0,0,250647,13,Other,S,No
712,2,male,,0,0,250647,13,Other,S,No
713,2,female,48,0,0,250648,13,Other,S,Yes
714,2,male,29,1,1,250649,14.5,Other,S,Yes
715,2,female,52,0,2,250649,14.5,Other,S,Yes
716,2,female,19,1,1,250650,13,Other,S,No
717,2,female,38,1,1,250651,26,Other,S,No
718,2,male,27,1,1,250651,26,Other,S,No
719,2,female,,0,2,250652,13,Other,S,Yes
720,2,male,33,0,0,250653,13,Other,S,No
721,2,male,6,0,0,250655,26,Other,S,No
722,2,female,17,0,0,250655,26,Other,S,Yes
723,3,male,34,0,0,312992,7.775,Other,S,No
724,3,male,50,0,0,315082,7.875,Other,S,No
725,3,male,27,0,0,315083,8.6625,Other,S,No
726,3,female,20,0,0,315084,8.6625,Other,S,No
727,3,female,30,0,0,315085,8.6625,Other,S,No
728,3,male,,0,0,315086,8.6625,Other,S,No
729,3,female,25,0,0,315087,8.6625,Other,S,No
730,3,male,25,0,0,315088,8.6625,Other,S,No
731,3,male,29,0,0,315089,8.6625,Other,S,No
732,3,male,11,0,0,315090,8.6625,Other,S,No
733,3,male,,0,0,315091,8.6625,Other,S,No
734,3,male,23,0,0,315092,8.6625,Other,S,No
735,3,male,23,0,0,315093,8.6625,Other,S,No
736,3,male,28.5,0,0,315094,8.6625,Other,S,No
737,3,male,48,0,0,315095,8.6625,Other,S,No
738,3,female,35,0,0,315096,8.6625,Other,S,No
739,3,male,,0,0,315097,8.6625,Other,S,No
740,3,male,,0,0,315098,8.6625,Other,S,Yes
741,3,male,,2,0,315151,8.6625,Other,S,No
742,3,female,36,2,0,315152,8.6625,Other,S,No
743,3,female,21,0,2,315153,22.025,Other,S,Yes
744,3,male,24,3,1,315153,22.025,Other,S,Yes
745,3,female,31,1,1,315153,22.025,Other,S,Yes
746,3,male,70,0,0,315154,8.6625,Other,S,No
747,3,male,16,0,0,323951,8.05,Other,S,No
748,3,male,30,0,0,324669,8.05,Other,S,No
749,3,female,19,0,0,329944,7.2833,Other,Q,No
750,3,female,31,0,0,330844,7.8792,Other,Q,No
751,3,male,4,0,0,330910,7.8792,Other,Q,No
752,3,male,6,0,0,330911,7.8292,Other,Q,No
753,3,male,33,0,0,330920,7.8208,Other,Q,Yes
754,3,female,23,0,0,330923,8.0292,Other,Q,Yes
755,3,female,48,0,0,330958,7.8792,Other,Q,Yes
756,3,female,0.67,0,0,330963,7.8792,Other,Q,No
757,3,female,28,0,0,330972,7.6292,Other,Q,No
758,3,female,18,0,0,334914,7.725,Other,Q,Yes
759,3,male,34,0,0,335097,7.75,Other,Q,No
760,3,male,33,0,0,336439,7.75,Other,Q,No
761,3,male,,0,0,341826,8.05,Other,S,No
762,3,male,41,0,0,342441,8.05,Other,S,No
763,3,male,20,0,0,342684,8.05,Other,S,No
764,3,male,36,0,0,342826,8.05,Other,S,No
765,3,female,16,0,0,343120,7.65,Other,S,Yes
766,3,male,51,0,0,343275,8.05,Other,S,No
767,3,male,,0,0,343276,8.05,Other,S,No
768,3,male,30.5,0,0,345364,6.2375,Other,S,No
769,3,male,,0,0,345501,7.775,Other,S,Yes
770,3,male,32,1,0,345572,17.4,Other,S,Yes
771,3,female,24,1,0,345572,17.4,Other,S,Yes
772,3,male,48,3,0,345763,18,Other,S,No
773,3,female,57,1,0,345763,18,Other,S,No
774,3,female,,2,0,345764,18,Other,S,No
775,3,male,54,2,0,345764,18,Other,S,No
776,3,male,18,0,0,345765,9,Other,S,No
777,3,male,,0,0,345767,9,Other,S,No
778,3,male,5,0,0,345768,9.5,Other,S,Yes
779,3,male,,0,0,345769,9.5,Other,S,No
780,3,male,43,0,0,345770,9.5,Other,S,No
781,3,male,13,0,0,345771,9.5,Other,S,No
782,3,female,17,0,2,345773,24.15,Other,S,No
783,3,male,29,1,1,345773,24.15,Other,S,No
784,3,female,,1,1,345773,24.15,Other,S,No
785,3,male,25,0,0,345774,9.5,Other,S,Yes
786,3,male,25,0,0,345775,9.5,Other,S,No
787,3,male,18,0,0,345778,9.5,Other,S,No
788,3,male,8,0,0,345779,9.5,Other,S,Yes
789,3,male,1,0,0,345780,9.5,Other,S,No
790,3,male,46,0,0,345781,9.5,Other,S,No
791,3,male,,0,0,345783,9.5,Other,S,No
792,3,female,16,0,1,347054,10.4625,G,S,No
793,3,female,,1,1,347054,10.4625,G,S,No
794,3,male,,0,0,347060,7.775,Other,S,No
795,3,male,25,0,0,347061,6.975,Other,S,No
796,3,male,39,0,0,347062,7.775,Other,S,No
797,3,male,49,0,0,347063,7.775,Other,S,No
798,3,male,31,0,0,347064,7.75,Other,S,No
799,3,male,30,0,0,347065,7.775,Other,S,No
800,3,female,30,0,0,347066,7.775,Other,S,Yes
801,3,male,34,0,0,347067,7.775,Other,S,No
802,3,male,31,0,0,347068,7.775,Other,S,No
803,3,male,11,0,0,347069,7.775,Other,S,No
804,3,male,0.42,0,0,347070,7.775,Other,S,Yes
805,3,female,27,0,0,347071,7.775,Other,S,No
806,3,male,31,1,0,347072,13.9,Other,S,No
807,3,female,39,1,0,347072,13.9,Other,S,Yes
808,3,female,18,0,0,347073,7.75,Other,S,No
809,3,male,39,0,0,347074,7.775,Other,S,No
810,3,male,33,0,0,347075,7.775,Other,S,No
811,3,male,26,1,0,347076,7.775,Other,S,No
812,3,male,39,4,2,347077,31.3875,Other,S,No
813,3,male,35,4,2,347077,31.3875,Other,S,No
814,3,male,6,4,2,347077,31.3875,Other,S,Yes
815,3,male,30.5,4,2,347077,31.3875,Other,S,No
816,3,female,,4,2,347077,31.3875,Other,S,Yes
817,3,male,23,1,5,347077,31.3875,Other,S,No
818,3,female,31,1,5,347077,31.3875,Other,S,Yes
819,3,male,43,0,0,347078,7.75,Other,S,No
820,3,male,10,0,0,347079,7.775,Other,S,Yes
821,3,male,52,0,2,347080,14.4,Other,S,No
822,3,male,27,1,1,347080,14.4,Other,S,No
823,3,female,38,1,1,347080,14.4,Other,S,No
824,3,female,27,0,0,347081,7.75,Other,S,Yes
825,3,male,2,4,2,347082,31.275,Other,S,No
826,3,female,,4,2,347082,31.275,Other,S,No
827,3,female,,4,2,347082,31.275,Other,S,No
828,3,female,1,4,2,347082,31.275,Other,S,No
829,3,female,,4,2,347082,31.275,Other,S,No
830,3,male,62,1,5,347082,31.275,Other,S,No
831,3,female,15,1,5,347082,31.275,Other,S,No
832,3,male,0.83,1,0,347083,7.775,Other,S,Yes
833,3,female,,0,0,347085,7.775,Other,S,Yes
834,3,female,23,0,0,347086,7.775,Other,S,No
835,3,female,18,0,0,347087,7.775,Other,S,No
836,3,male,39,3,2,347088,27.9,Other,S,No
837,3,male,21,3,2,347088,27.9,Other,S,No
838,3,female,,3,2,347088,27.9,Other,S,No
839,3,female,32,3,2,347088,27.9,Other,S,No
840,3,male,,1,4,347088,27.9,Other,S,No
841,3,female,20,1,4,347088,27.9,Other,S,No
842,3,male,16,0,0,347089,6.975,Other,S,Yes
843,3,male,30,0,0,347090,7.75,Other,S,No
844,3,female,34.5,4,2,347091,7.775,Other,S,No
845,3,male,17,0,0,347464,7.8542,Other,S,No
846,3,male,42,0,0,347465,7.8542,Other,S,No
847,3,male,,0,0,347466,7.8542,Other,S,No
848,3,male,35,0,0,347467,7.8542,Other,S,No
849,3,male,28,0,0,347468,7.8542,Other,S,No
850,3,female,,0,0,347469,7.8542,Other,S,Yes
851,3,female,4,0,0,347470,7.8542,Other,S,Yes
852,3,female,74,0,0,347471,7.8542,Other,S,No
853,3,male,9,1,1,347742,11.1333,Other,S,Yes
854,3,female,16,1,1,347742,11.1333,Other,S,Yes
855,3,female,44,0,2,347742,11.1333,Other,S,Yes
856,3,male,18,0,0,347743,7.0542,Other,S,No
857,3,male,45,0,0,348121,7.65,F,S,No
858,3,male,51,0,0,348122,7.65,F,S,Yes
859,3,male,24,0,0,348123,7.65,F,S,No
860,3,male,,0,0,348124,7.65,F,S,No
861,3,female,41,0,0,348125,7.65,Other,S,Yes
862,3,male,21,0,0,349202,7.8958,Other,S,No
863,3,male,48,0,0,349203,7.8958,Other,S,No
864,3,male,,0,0,349204,7.8958,Other,S,No
865,3,male,24,0,0,349205,7.8958,Other,S,No
866,3,male,42,0,0,349206,7.8958,Other,S,No
867,3,male,27,0,0,349207,7.8958,Other,S,No
868,3,male,31,0,0,349209,7.4958,Other,S,No
869,3,male,,0,0,349210,7.4958,Other,S,No
870,3,male,4,0,0,349211,7.8958,Other,S,No
871,3,male,26,0,0,349212,7.8958,Other,S,No
872,3,male,47,0,0,349213,7.8958,Other,C,No
873,3,male,33,0,0,349219,7.8958,Other,S,No
874,3,male,47,0,0,349224,7.8958,Other,S,No
875,3,male,28,0,0,349226,7.8958,Other,S,No
876,3,male,15,0,0,349228,10.1708,Other,S,No
877,3,male,20,0,0,349229,7.8958,Other,S,No
878,3,male,19,0,0,349230,7.8958,Other,S,No
879,3,male,,0,0,349231,7.8958,Other,S,No
880,3,male,56,0,0,349232,7.8958,Other,S,No
881,3,male,25,0,0,349233,7.8958,Other,S,No
882,3,female,33,0,0,349236,8.85,Other,S,No
883,3,male,22,1,0,349237,17.8,Other,S,No
884,3,female,28,1,0,349237,17.8,Other,S,No
885,3,male,25,0,0,349239,8.6625,Other,C,No
886,3,male,39,0,0,349240,7.8958,Other,C,Yes
887,3,male,27,0,0,349241,7.8958,Other,C,No
888,3,male,19,0,0,349242,7.8958,Other,S,No
889,3,male,,0,0,349243,7.8958,Other,S,No
890,3,female,26,0,0,349244,8.6833,Other,S,Yes
891,3,female,32,0,0,349245,7.8958,Other,S,No
892,3,male,30,0,0,349246,7.8958,Other,S,No
893,3,male,36,0,0,349247,7.8958,Other,S,No
894,3,male,26,0,0,349248,7.8958,Other,S,No
895,3,male,38,0,0,349249,7.8958,Other,S,No
896,3,male,25,0,0,349250,7.8958,Other,S,No
897,3,male,40,0,0,349251,7.8958,Other,S,No
898,3,male,22,0,0,349252,7.8958,Other,S,No
899,3,female,4,0,1,349256,13.4167,NA,C,Yes
900,3,male,39,0,1,349256,13.4167,NA,C,Yes
901,3,male,33,0,0,349257,7.8958,Other,S,No
902,3,male,2,3,1,349909,21.075,Other,S,No
903,3,male,6,3,1,349909,21.075,Other,S,No
904,3,female,3,3,1,349909,21.075,Other,S,No
905,3,female,8,3,1,349909,21.075,Other,S,No
906,3,female,29,0,4,349909,21.075,Other,S,No
907,3,male,36,1,0,349910,15.55,Other,S,No
908,3,female,30,1,0,349910,15.55,Other,S,No
909,3,male,24,0,0,349911,7.775,Other,S,No
910,3,male,18,0,0,349912,7.775,Other,S,No
911,3,male,26,1,0,350025,7.8542,Other,S,No
912,3,male,41,2,0,350026,14.1083,Other,S,No
913,3,female,45,1,0,350026,14.1083,Other,S,Yes
914,3,male,21,0,0,350029,7.8542,Other,S,No
915,3,male,25,0,0,350033,7.7958,Other,S,Yes
916,3,male,21,0,0,350034,7.7958,Other,S,Yes
917,3,male,24,0,0,350035,7.7958,Other,S,No
918,3,male,18,0,0,350036,7.7958,Other,S,No
919,3,male,28,0,0,350042,7.7958,Other,S,No
920,3,male,27,0,0,350043,7.7958,Other,S,Yes
921,3,male,22,0,0,350045,7.7958,Other,S,No
922,3,female,19,1,0,350046,7.8542,Other,S,Yes
923,3,male,48,0,0,350047,7.8542,Other,S,No
924,3,male,17,1,0,350048,7.0542,Other,S,No
925,3,male,20,0,0,350050,7.8542,Other,S,No
926,3,male,22,0,0,350052,7.7958,Other,S,No
927,3,male,21,0,0,350053,7.7958,Other,S,Yes
928,3,male,23,0,0,350054,7.7958,Other,S,Yes
929,3,male,22,0,0,350060,7.5208,Other,S,No
930,3,male,32,0,0,350403,7.5792,Other,S,Yes
931,3,male,18,1,1,350404,7.8542,Other,S,No
932,3,female,1,1,1,350405,12.1833,Other,S,No
933,3,female,36,0,2,350405,12.1833,Other,S,No
934,3,female,14,0,0,350406,7.8542,Other,S,No
935,3,female,31,0,0,350407,7.8542,Other,S,No
936,3,male,27,0,0,350408,7.8542,Other,S,No
937,3,male,24,0,0,350409,7.8542,Other,S,No
938,3,male,21,0,0,350410,7.8542,Other,S,No
939,3,male,20,0,0,350416,7.8542,Other,S,No
940,3,male,32,0,0,350417,7.8542,Other,S,Yes
941,3,male,19,0,0,358585,14.5,Other,S,No
942,3,female,47,1,0,363272,7,Other,S,Yes
943,3,male,9,0,2,363291,20.525,Other,S,Yes
944,3,male,33,1,1,363291,20.525,Other,S,No
945,3,female,31,1,1,363291,20.525,Other,S,Yes
946,3,male,34,0,0,363294,8.05,Other,S,No
947,3,male,44,0,0,363592,8.05,Other,S,No
948,3,male,28,0,0,363611,8.05,Other,S,No
949,3,male,30.5,0,0,364499,8.05,Other,S,No
950,3,male,59,0,0,364500,7.25,Other,S,No
951,3,male,34,0,0,364506,8.05,Other,S,No
952,3,male,44,0,0,364511,8.05,Other,S,No
953,3,male,35,0,0,364512,8.05,Other,S,No
954,3,female,30,0,0,364516,12.475,Other,S,Yes
955,3,female,5,0,0,364516,12.475,Other,S,Yes
956,3,female,21,0,0,364846,7.75,Other,Q,No
957,3,male,40,1,1,364849,15.5,Other,Q,No
958,3,female,32,1,1,364849,15.5,Other,Q,No
959,3,female,30.5,0,0,364850,7.75,Other,Q,No
960,3,male,21,0,0,364858,7.75,Other,Q,No
961,3,male,19,0,0,365222,6.75,Other,Q,No
962,3,female,18,0,0,365226,6.75,Other,Q,No
963,3,female,16,0,0,367231,7.75,Other,Q,Yes
964,3,male,40.5,0,0,367232,7.75,Other,Q,No
965,3,female,37,0,0,368364,7.75,Other,Q,No
966,3,female,24,0,0,368702,7.75,Other,Q,No
967,3,male,32,0,0,369943,8.05,Other,S,No
968,3,female,2,1,1,370129,20.2125,Other,S,No
969,3,male,18,1,1,370129,20.2125,Other,S,No
970,3,female,41,0,2,370129,20.2125,Other,S,No
971,3,male,70.5,0,0,370369,7.75,Other,Q,No
972,3,female,22,0,0,370373,7.75,Other,Q,Yes
973,3,male,32,0,0,370376,7.75,Other,Q,No
974,3,male,24,0,0,371109,7.25,Other,Q,No
975,3,female,17,0,1,371362,16.1,Other,S,Yes
976,3,male,,0,1,371362,16.1,Other,S,No
977,3,male,35,0,0,373450,8.05,Other,S,No
978,3,male,25,0,0,374887,7.25,Other,S,No
979,3,male,24,1,0,376566,16.1,Other,S,No
980,3,female,19,1,0,376566,16.1,Other,S,No
981,3,female,30,0,0,382650,6.95,Other,Q,Yes
982,3,male,29,0,0,382651,7.75,Other,Q,Yes
983,3,male,10,4,1,382652,29.125,Other,Q,No
984,3,male,4,4,1,382652,29.125,Other,Q,No
985,3,male,7,4,1,382652,29.125,Other,Q,No
986,3,male,2,4,1,382652,29.125,Other,Q,No
987,3,male,8,4,1,382652,29.125,Other,Q,No
988,3,female,39,0,5,382652,29.125,Other,Q,No
989,3,female,24,0,0,382653,7.75,Other,Q,Yes
990,3,male,25,0,0,392076,7.05,Other,S,No
991,3,male,32,0,0,392078,8.05,E,S,Yes
992,3,female,23,0,0,392083,8.05,Other,S,Yes
993,3,male,16,0,0,392089,8.05,Other,S,Yes
994,3,male,30,0,0,392090,8.05,Other,S,No
995,3,male,0.83,0,1,392091,9.35,Other,S,Yes
996,3,female,18,0,1,392091,9.35,Other,S,Yes
997,3,male,28,0,0,392095,7.25,Other,S,No
998,3,male,6,0,1,392096,12.475,E,S,Yes
999,3,female,27,0,1,392096,12.475,E,S,Yes
1000,3,male,38.5,0,0,3101262,7.25,Other,S,No
1001,3,male,,0,0,3101263,7.85,Other,S,No
1002,3,male,34,0,0,3101264,6.4958,Other,S,No
1003,3,female,18,0,0,3101265,7.4958,Other,S,Yes
1004,3,male,21,1,0,3101266,6.4958,Other,S,No
1005,3,male,18,1,0,3101267,6.4958,Other,S,No
1006,3,female,27,1,0,3101270,7.925,Other,S,No
1007,3,female,25,1,0,3101271,7.925,Other,S,No
1008,3,male,41,0,0,3101272,7.125,Other,S,No
1009,3,male,37,2,0,3101276,7.925,Other,S,No
1010,3,male,28,2,0,3101277,7.925,Other,S,No
1011,3,male,32,1,0,3101278,15.85,Other,S,No
1012,3,female,33,3,0,3101278,15.85,Other,S,Yes
1013,3,male,28,1,0,3101279,15.85,Other,S,No
1014,3,female,24,1,0,3101279,15.85,Other,S,Yes
1015,3,female,17,4,2,3101281,7.925,Other,S,Yes
1016,3,female,26,0,0,3101282,7.925,Other,S,Yes
1017,3,female,27,0,0,3101283,7.925,Other,S,Yes
1018,3,male,20,0,0,3101284,7.925,Other,S,Yes
1019,3,male,20,0,0,3101287,7.925,Other,S,No
1020,3,female,23,0,0,3101290,7.925,Other,S,No
1021,3,male,1,4,1,3101295,39.6875,Other,S,No
1022,3,male,7,4,1,3101295,39.6875,Other,S,No
1023,3,male,2,4,1,3101295,39.6875,Other,S,No
1024,3,male,16,4,1,3101295,39.6875,Other,S,No
1025,3,male,,4,1,3101295,39.6875,Other,S,No
1026,3,female,41,0,5,3101295,39.6875,Other,S,No
1027,3,female,22,0,0,3101295,39.6875,Other,S,No
1028,3,male,39,0,0,3101296,7.925,Other,S,No
1029,3,female,29,0,0,3101297,7.925,Other,S,No
1030,3,female,2,0,1,3101298,12.2875,Other,S,Yes
1031,3,female,22,1,1,3101298,12.2875,Other,S,Yes
1032,3,male,38,0,0,3101306,7.05,Other,S,No
1033,3,male,20,0,0,3101307,7.05,Other,S,No
1034,3,male,23,0,0,3101309,7.05,Other,S,No
1035,3,male,35,0,0,3101310,7.05,Other,S,No
1036,3,male,24,0,0,3101311,7.05,Other,S,No
1037,3,male,25,0,0,3101312,7.05,Other,S,No
1038,3,male,0.75,1,1,3101315,13.775,Other,S,No
1039,3,female,3,1,1,3101315,13.775,Other,S,No
1040,3,female,26,0,2,3101315,13.775,Other,S,No
1041,3,male,21,0,0,3101317,7.25,Other,S,No
