Rk,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G??
236,0,28.0,0.7098948514259712,0,11.6,2.7,6.3,L,0.9,M,5.5,1.3,1.6,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1
237,1,35.0,0.9573270817985089,19,18.0,3.1,5.7,L,0.1,H,5.7,0.8,1.0,0.9,3.0,4.0,1.8,0.6,0.7,0.9,1.8,7.1
238,4,26.0,-0.3210727751262691,13,18.0,2.6,6.1,L,2.3,M,3.8,0.8,1.1,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7.0
239,0,21.0,0.9160883767364192,35,19.1,3.0,5.2,L,0.0,H,5.1,1.0,2.7,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7.0
240,0,22.0,0.4624626210534335,39,21.4,2.9,5.1,L,0.0,H,5.1,1.2,1.9,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0
241,0,26.0,-0.3623114801883587,13,16.7,2.7,5.0,L,0.0,M,5.0,1.5,2.9,2.0,3.6,5.6,0.7,0.4,1.1,0.8,2.0,7.0
242,0,25.0,0.09131427549462703,1,16.8,2.9,5.1,L,0.0,H,5.1,1.2,2.1,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7.0
243,4,32.0,0.4212239159913439,1,26.6,2.7,5.7,L,2.4,M,3.3,0.8,1.3,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0
244,1,20.0,0.2975078008050751,4,17.8,3.0,7.0,L,0.8,M,6.2,0.8,1.1,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0
245,3,28.0,0.25626909574298545,33,21.6,2.5,5.7,L,1.6,M,4.1,1.3,1.7,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,7.0
246,3,26.0,-0.27983407006417943,7,18.1,2.3,6.3,L,3.2,L,3.1,1.2,1.6,0.3,1.7,2.0,3.5,0.6,0.1,1.2,1.2,6.9
247,4,28.0,1.039804491922688,9,20.8,2.6,6.4,L,3.9,L,2.6,0.4,0.6,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9
248,1,26.0,0.05007557043253742,0,14.7,2.6,5.5,L,2.0,M,3.5,0.9,1.2,0.6,3.0,3.6,0.4,0.2,0.4,0.7,1.2,6.9
249,1,26.0,0.9985657868605985,0,25.6,2.6,6.2,L,3.7,L,2.5,0.4,0.4,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9
250,1,28.0,-1.7644274522994055,2,17.7,2.9,4.3,L,0.0,H,4.3,1.1,2.0,1.2,2.4,3.6,0.5,0.4,1.3,0.8,1.8,6.9
251,3,25.0,-0.4447888903125379,9,15.7,2.3,5.1,L,2.5,L,2.6,1.0,1.2,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,6.8
252,0,26.0,0.9573270817985089,14,19.0,3.0,5.7,L,0.0,H,5.7,0.7,1.3,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8
253,0,30.0,-0.3623114801883587,0,13.8,2.8,6.1,L,0.3,M,5.7,1.0,1.2,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
254,5,39.0,0.21503039068089586,3,16.8,2.2,5.7,L,2.8,L,2.9,1.2,1.4,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6
255,5,22.0,-0.11487924981582101,2,21.3,2.4,5.2,L,2.2,L,3.0,0.8,1.2,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6
256,1,26.0,1.0810431969847776,0,20.8,2.5,4.2,L,0.0,M,4.2,1.4,2.5,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,6.5
257,1,30.0,-0.0736405447537314,17,15.8,2.3,5.6,L,2.0,M,3.5,1.3,1.6,1.1,3.0,4.1,0.7,0.3,0.4,0.7,1.8,6.5
258,0,25.0,-1.6819500421752263,4,18.8,2.4,5.5,L,0.0,M,5.5,1.8,2.1,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,6.5
259,5,33.0,0.5449400311776127,0,15.9,2.5,5.4,L,1.6,M,3.8,0.8,0.9,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4
260,1,33.0,0.8748496716743296,4,18.2,2.7,5.0,L,0.9,M,4.1,0.7,1.0,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,6.4
261,5,23.0,-0.15611795487791064,1,16.9,2.2,5.2,L,2.8,L,2.4,1.0,1.1,0.1,1.5,1.7,1.0,0.4,0.1,0.5,0.9,6.4
262,4,22.0,0.9573270817985089,14,18.7,2.5,5.3,L,1.8,M,3.5,0.9,1.4,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4
263,4,31.0,0.83361096661224,11,23.4,2.5,5.0,L,1.7,M,3.3,0.8,1.3,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4
264,4,19.0,0.9573270817985089,8,28.6,2.5,5.9,L,1.5,M,4.4,1.0,1.5,1.0,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4
265,0,29.0,1.0810431969847776,1,15.2,2.4,4.7,L,0.0,M,4.7,1.6,2.0,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3
266,3,30.0,0.9573270817985089,3,19.5,2.6,4.9,L,0.2,M,4.7,1.0,1.2,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3
267,0,29.0,0.8748496716743296,48,17.4,2.7,4.7,L,0.1,M,4.6,0.9,1.3,1.4,3.0,4.4,0.4,0.3,0.8,0.9,2.1,6.3
268,4,23.0,0.4624626210534335,52,19.9,2.2,6.2,L,3.7,L,2.5,0.8,1.0,0.4,2.3,2.6,0.6,0.5,0.2,0.6,2.1,6.2
269,1,25.0,-0.7334598257471652,22,14.8,2.4,5.5,L,1.5,M,4.0,0.9,1.4,1.0,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2
270,1,27.0,0.83361096661224,0,15.3,2.3,5.0,L,2.1,M,2.9,0.7,0.8,0.7,2.0,2.7,1.0,0.3,0.2,0.6,1.4,6.2
271,4,28.0,1.039804491922688,46,24.6,2.3,5.2,L,2.2,M,3.0,0.7,1.0,0.7,2.2,3.0,1.0,0.5,0.4,0.5,2.2,6.1
272,2,32.0,0.627417441301792,32,17.1,2.2,5.0,L,3.4,L,1.6,0.4,0.5,0.5,2.8,3.3,1.0,0.4,0.4,0.6,1.8,6.1
273,4,20.0,0.9985657868605985,9,17.9,2.3,5.3,L,2.4,L,2.9,0.6,0.7,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1
274,1,20.0,1.039804491922688,33,17.3,2.4,5.5,L,1.6,M,3.9,0.7,1.0,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1
275,3,23.0,1.0810431969847776,17,19.8,2.7,5.7,L,1.1,M,4.6,0.3,0.5,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1
276,4,38.0,0.5449400311776127,38,18.1,2.1,5.8,L,3.6,L,2.3,0.8,1.0,0.2,2.6,2.7,1.0,0.5,0.3,0.9,1.9,6.1
277,0,26.0,0.21503039068089586,3,11.8,2.3,4.8,L,0.0,M,4.8,1.5,1.8,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,6.1
278,0,27.0,0.17379168561880626,17,14.6,2.5,5.3,L,0.0,M,5.3,0.9,1.1,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0
279,4,24.0,-2.218053207982391,0,24.0,2.0,10.0,M,5.0,L,5.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0
280,1,27.0,0.09131427549462703,6,18.2,2.2,5.4,L,1.8,M,3.6,0.9,1.1,0.9,3.4,4.3,1.9,0.4,0.5,1.0,1.9,6.0
281,5,26.0,0.008836865370447816,2,14.8,2.2,4.4,L,0.9,M,3.5,1.3,1.7,0.3,1.5,1.7,1.1,0.4,0.1,1.0,1.9,6.0
282,1,30.0,0.008836865370447816,7,16.0,2.3,6.3,L,2.6,M,3.7,0.7,1.2,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6.0
283,1,28.0,0.9985657868605985,2,20.7,2.4,4.9,L,0.5,M,4.4,0.9,1.3,2.1,3.6,5.7,1.1,0.7,0.5,1.0,2.1,5.9
284,5,24.0,0.2975078008050751,6,15.8,2.0,5.2,L,2.0,L,3.2,1.1,1.5,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,5.9
285,5,32.0,1.0810431969847776,8,20.3,2.1,6.0,L,3.1,L,2.9,0.8,0.9,0.3,1.6,1.9,2.0,0.5,0.4,1.1,1.6,5.9
286,0,29.0,1.0810431969847776,81,23.2,2.2,5.1,L,0.0,M,5.0,1.4,1.8,1.6,3.3,4.9,1.2,0.4,1.4,0.9,3.1,5.9
287,0,27.0,-0.8159372358713444,9,12.5,2.3,4.4,L,0.0,M,4.4,1.3,2.9,1.1,2.7,3.8,0.7,0.4,0.4,0.7,1.3,5.9
288,3,23.0,1.0810431969847776,53,18.5,2.2,5.2,L,2.0,L,3.2,0.6,0.9,0.2,1.3,1.5,2.1,0.8,0.0,1.3,1.5,5.9
289,5,38.0,0.7098948514259712,7,17.5,2.1,5.2,L,3.6,L,1.6,0.4,0.5,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9
290,4,21.0,-1.063369466243882,17,21.2,2.2,4.8,L,0.5,M,4.3,1.3,1.8,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,5.8
291,1,24.0,0.5861787362397024,2,14.4,2.1,4.3,L,0.2,M,4.1,1.5,2.1,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8
292,5,25.0,-0.032401839691641794,5,24.4,2.1,5.6,L,2.7,L,2.9,0.7,0.9,0.6,3.2,3.8,1.7,1.0,0.4,1.1,2.2,5.8
293,0,33.0,-0.11487924981582101,36,14.7,2.4,4.3,L,0.0,M,4.3,1.0,1.3,1.3,3.0,4.3,0.5,0.3,0.8,0.9,1.8,5.8
294,3,28.0,0.4624626210534335,13,21.4,2.1,5.4,L,1.6,M,3.7,0.9,1.3,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7
295,1,21.0,-1.1458468763680614,0,14.1,2.0,4.3,L,0.1,M,4.2,1.7,2.3,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7
296,5,23.0,-1.6819500421752263,0,17.4,2.3,5.5,L,1.6,M,3.9,0.5,1.0,0.2,2.0,2.2,1.6,0.9,0.2,1.1,1.8,5.7
297,3,29.0,-1.3108016966164198,0,20.0,2.0,6.0,L,3.2,L,2.8,1.0,1.1,0.2,1.8,2.0,4.0,0.4,0.0,1.7,1.8,5.7
298,5,24.0,-0.48602759537462753,0,11.1,2.1,4.3,L,2.8,L,1.5,0.1,0.2,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,5.6
299,5,23.0,-1.6819500421752263,11,19.9,2.0,4.9,L,2.3,L,2.6,0.8,1.5,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6
300,3,23.0,0.8748496716743296,6,16.6,2.0,5.1,L,1.3,M,3.8,1.3,1.6,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,5.6
301,1,22.0,-0.15611795487791064,1,13.8,2.2,4.4,L,0.9,M,3.5,1.0,1.5,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6
302,5,30.0,0.5449400311776127,6,13.6,2.0,4.9,L,3.0,L,1.9,0.4,0.6,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6
303,5,22.0,-0.23859536500208983,24,14.8,2.0,4.7,L,1.8,L,2.9,0.9,1.1,0.3,1.9,2.3,1.0,0.6,0.2,0.7,1.2,5.6
304,0,31.0,-0.7746985308092548,2,16.1,2.3,4.3,L,0.1,M,4.3,1.1,1.3,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2.0,5.6
305,0,27.0,0.21503039068089586,5,13.3,2.2,3.8,L,0.0,M,3.8,1.0,1.4,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5
306,0,23.0,1.1222819020468673,22,22.0,1.9,3.5,L,0.0,M,3.5,1.7,2.8,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5
307,4,35.0,0.7923722615501504,5,17.9,1.9,4.2,L,2.3,L,1.9,0.8,1.2,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5
308,0,27.0,-0.032401839691641794,4,9.4,1.9,3.2,L,0.0,M,3.2,1.6,2.1,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1.0,5.5
309,1,23.0,0.3387465058671647,22,20.1,2.5,4.8,L,0.2,M,4.6,0.5,0.7,1.6,3.3,5.0,0.7,0.9,0.4,0.7,2.0,5.5
310,1,26.0,0.9985657868605985,28,20.2,2.4,4.7,L,0.0,M,4.7,0.6,0.9,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4
311,0,31.0,0.627417441301792,66,20.7,2.5,4.0,L,0.0,M,4.0,0.3,0.7,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,5.4
312,3,32.0,0.2975078008050751,18,19.5,1.9,4.9,L,3.2,L,1.7,0.5,0.7,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3
313,4,24.0,0.3799852109292543,33,20.3,2.0,5.3,L,2.4,L,2.9,0.5,0.5,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3
314,1,30.0,0.7098948514259712,5,18.6,1.8,4.6,L,3.8,L,0.8,0.4,0.7,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,5.3
315,1,25.0,0.17379168561880626,29,14.8,2.0,3.6,L,0.8,M,2.8,0.8,1.2,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2
316,1,27.0,0.21503039068089586,0,17.9,1.8,3.9,L,2.1,L,1.8,0.7,0.9,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1
317,3,25.0,-0.15611795487791064,2,14.5,1.9,4.5,L,0.9,M,3.5,1.0,1.5,0.5,1.6,2.2,3.2,0.6,0.0,1.3,1.4,5.1
318,0,28.0,-0.857175940933434,2,10.9,2.3,3.9,L,0.0,M,3.9,0.5,1.1,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
319,0,27.0,0.25626909574298545,14,14.3,2.3,3.8,L,0.0,M,3.8,0.6,1.0,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1
320,4,22.0,0.7511335564880608,40,15.9,1.9,4.3,L,0.9,M,3.5,1.1,1.7,0.6,2.0,2.6,0.6,0.3,0.5,1.0,1.9,5.1
321,1,31.0,0.2975078008050751,4,10.7,2.0,5.3,L,2.8,L,2.5,0.4,0.4,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1
322,5,33.0,-1.7231887472373157,0,14.8,1.6,4.5,L,2.8,L,1.7,0.8,1.2,0.1,2.0,2.1,1.1,0.3,0.1,0.2,1.9,5.0
323,1,28.0,0.09131427549462703,32,16.2,2.0,4.2,L,1.2,M,3.1,0.7,1.2,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5.0
324,3,21.0,0.09131427549462703,1,12.2,2.0,4.9,L,1.9,L,2.9,0.3,0.4,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5.0
325,4,36.0,-0.8159372358713444,5,16.9,1.6,5.1,L,2.4,L,2.7,1.1,1.6,0.5,2.0,2.5,0.8,0.6,0.3,0.4,1.9,5.0
326,5,31.0,0.25626909574298545,25,14.9,1.7,4.5,L,2.3,L,2.2,0.5,0.6,0.4,2.0,2.4,1.4,0.6,0.1,0.7,1.4,4.9
327,3,22.0,-1.7644274522994055,0,13.3,1.6,4.5,L,0.8,M,3.7,1.6,2.8,0.3,1.1,1.4,1.8,0.3,0.0,0.6,1.7,4.8
328,1,25.0,0.4212239159913439,1,11.8,2.0,4.2,L,0.3,M,3.8,0.7,0.9,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8
329,5,24.0,0.627417441301792,70,22.2,1.9,3.9,L,1.5,M,2.4,0.5,0.8,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8
330,1,20.0,-1.26956299155433,4,15.1,1.8,4.5,L,1.4,L,3.1,0.5,1.0,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7
331,1,25.0,-0.650982415622986,2,10.9,1.9,3.4,L,0.0,M,3.4,0.8,1.4,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7
332,3,33.0,-0.4447888903125379,5,16.1,2.0,4.5,L,1.0,M,3.5,0.4,0.5,0.2,1.5,1.6,2.6,0.3,0.0,1.2,1.2,4.7
333,4,22.0,0.9573270817985089,11,16.0,1.8,3.8,L,0.5,M,3.3,0.8,1.1,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
334,3,21.0,-0.3623114801883587,7,14.2,1.8,4.1,L,0.8,M,3.2,0.5,0.7,0.3,1.3,1.6,2.1,0.5,0.0,1.0,1.4,4.5
335,4,28.0,0.7511335564880608,38,22.4,1.8,3.5,L,0.8,M,2.7,0.6,0.9,0.8,2.5,3.4,1.0,0.9,0.2,0.8,2.3,4.5
336,5,26.0,-0.0736405447537314,5,14.6,1.7,4.3,L,2.0,L,2.3,0.5,0.7,0.2,1.5,1.7,1.1,0.6,0.4,0.7,1.2,4.5
337,3,32.0,-0.0736405447537314,0,16.4,1.8,4.3,L,1.2,M,3.2,0.5,0.5,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5
338,3,24.0,-1.3520404016785093,1,8.9,1.5,3.5,L,1.0,L,2.5,1.0,1.3,0.2,0.7,0.9,1.1,0.1,0.0,0.7,0.8,4.5
339,0,30.0,-1.7644274522994055,3,13.0,1.6,4.2,L,0.0,M,4.2,1.3,1.7,0.6,1.2,1.8,0.9,0.1,0.0,0.8,1.8,4.5
340,3,35.0,0.13255298055671663,2,17.0,1.6,4.1,L,2.6,L,1.5,0.3,0.3,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4
341,0,26.0,0.13255298055671663,20,12.2,1.7,3.1,L,0.0,M,3.1,1.0,1.3,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,4.4
342,1,28.0,0.9573270817985089,0,15.1,1.5,3.7,L,1.4,L,2.3,0.8,1.0,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4
343,3,23.0,-1.9706209776098536,4,24.1,2.0,5.6,L,0.7,M,4.9,0.4,0.6,1.1,2.4,3.6,3.0,1.3,0.4,1.3,1.7,4.4
344,0,30.0,-1.063369466243882,2,21.9,1.8,4.6,L,0.0,M,4.6,0.8,1.6,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3
345,1,24.0,0.6686561463638816,7,12.9,1.8,4.1,L,0.0,M,4.1,0.7,1.5,1.9,3.1,5.1,0.6,0.5,0.5,1.0,1.6,4.3
346,3,31.0,-0.8984146459955236,2,19.9,1.4,4.2,L,1.5,L,2.7,1.0,1.2,0.3,1.7,2.0,2.7,0.6,0.2,0.8,1.5,4.3
347,0,25.0,-0.15611795487791064,10,12.9,1.7,3.2,L,0.0,M,3.1,0.8,1.2,1.1,2.3,3.4,0.4,0.4,1.0,0.5,1.5,4.3
348,4,24.0,0.17379168561880626,3,14.7,1.6,3.5,L,1.3,L,2.3,0.6,0.7,0.7,2.2,2.8,1.0,0.6,0.2,0.6,1.2,4.2
349,4,28.0,1.0810431969847776,2,15.3,1.5,3.6,L,2.6,L,1.0,0.2,0.2,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2
350,3,19.0,-0.7334598257471652,0,15.5,1.5,4.2,L,1.4,L,2.8,0.8,1.1,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2
351,1,24.0,-0.7746985308092548,0,13.1,1.5,4.1,L,1.0,L,3.1,1.0,1.5,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2
352,5,30.0,0.7098948514259712,25,14.7,1.5,3.6,L,2.2,L,1.4,0.3,0.4,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2
353,0,36.0,-1.5582339269889574,1,13.2,1.8,4.2,L,0.1,M,4.2,0.5,0.5,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1
354,4,27.0,0.4624626210534335,2,14.1,1.6,3.6,L,1.3,L,2.3,0.6,0.8,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,4.1
355,5,24.0,-0.48602759537462753,3,11.2,1.7,3.7,L,1.2,L,2.5,0.5,0.6,0.2,1.1,1.3,0.8,0.2,0.0,0.6,0.5,4.1
